Age,Gender,Race,Precinct,Total Registered: 2022
25 to 34,Female,Asian,Rochester W2 P2,1
25 to 34,Female,Asian,Rochester W2 P3,4
25 to 34,Female,Asian,Rochester W2 P6,1
25 to 34,Female,Asian,Dodge Center P-1,1
25 to 34,Female,Asian,Dodge Center P-2,1
25 to 34,Female,Asian,Rochester W1 P10,6
25 to 34,Female,Asian,Rochester W1 P11,2
25 to 34,Female,Asian,Rochester W1 P12,3
25 to 34,Female,Asian,Rochester W1 P13,2
25 to 34,Female,Asian,Rochester W1 P2,1
25 to 34,Female,Asian,Rochester W1 P4,1
25 to 34,Female,Asian,Rochester W1 P6,2
25 to 34,Female,Asian,Rochester W1 P9,1
25 to 34,Female,Asian,Rochester W2 P1,4
25 to 34,Female,Asian,Rochester W2 P10,2
25 to 34,Female,Asian,Rochester W2 P3,2
25 to 34,Female,Asian,Rochester W2 P4,1
25 to 34,Female,Asian,Rochester W2 P5,4
25 to 34,Female,Asian,Rochester W2 P6,7
25 to 34,Female,Asian,Rochester W4 P10,4
25 to 34,Female,Asian,Rochester W4 P9,2
25 to 34,Female,Asian,Stewartville,1
25 to 34,Female,Asian,Kasson P-2,1
25 to 34,Female,Asian,Rochester W1 P10,1
25 to 34,Female,Asian,Rochester W1 P11,1
25 to 34,Female,Asian,Rochester W1 P13,1
25 to 34,Female,Asian,Rochester W1 P7,2
25 to 34,Female,Asian,Rochester W2 P1,3
25 to 34,Female,Asian,Rochester W2 P11,2
25 to 34,Female,Asian,Rochester W2 P2,1
25 to 34,Female,Asian,Rochester W2 P6,2
25 to 34,Female,Asian,Rochester W4 P10,1
25 to 34,Female,Asian,Rochester W4 P11,1
25 to 34,Female,Asian,Rochester W4 P12,1
25 to 34,Female,Black,Rochester Twp P-1,2
25 to 34,Female,Black,Rochester W1 P5,1
25 to 34,Female,Black,Rochester W1 P7,1
25 to 34,Female,Black,Rochester W2 P1,1
25 to 34,Female,Black,Rochester W2 P3,1
25 to 34,Female,Black,Rochester W2 P5,1
25 to 34,Female,Black,Rochester W2 P6,1
25 to 34,Female,Black,Rochester W2 P9,1
25 to 34,Female,Black,Rochester W4 P10,1
25 to 34,Female,Black,Rochester W4 P11,1
25 to 34,Female,Black,Rochester W4 P9,1
25 to 34,Female,Black,Byron,1
25 to 34,Female,Black,Dodge Center P-1,2
25 to 34,Female,Black,Kasson P-2,1
25 to 34,Female,Black,Mantorville,2
25 to 34,Female,Black,Rochester W1 P1,1
25 to 34,Female,Black,Rochester W1 P10,4
25 to 34,Female,Black,Rochester W1 P12,2
25 to 34,Female,Black,Rochester W1 P14,3
25 to 34,Female,Black,Rochester W1 P7,1
25 to 34,Female,Black,Rochester W1 P8,1
25 to 34,Female,Black,Rochester W2 P1,7
25 to 34,Female,Black,Rochester W2 P10,1
25 to 34,Female,Black,Rochester W2 P11,1
25 to 34,Female,Black,Rochester W2 P2,1
25 to 34,Female,Black,Rochester W2 P4,1
25 to 34,Female,Black,Rochester W2 P5,2
25 to 34,Female,Black,Rochester W2 P6,3
25 to 34,Female,Black,Rochester W4 P10,5
25 to 34,Female,Black,Rochester W4 P11,10
25 to 34,Female,Black,Rochester W4 P12,1
25 to 34,Female,Black,Rochester W4 P8,3
25 to 34,Female,Black,Rochester W4 P9,7
25 to 34,Female,Black,Rochester W1 P11,1
25 to 34,Female,Black,Rochester W2 P10,1
25 to 34,Female,Black,Rochester W2 P9,1
25 to 34,Female,Black,Rochester W4 P10,1
25 to 34,Female,Black,Rochester W4 P11,1
25 to 34,Female,Black,Rochester W4 P8,1
25 to 34,Female,Black,Rochester W4 P9,1
25 to 34,Female,Hispanic,Kasson P-3,1
25 to 34,Female,Hispanic,Rochester W2 P6,1
25 to 34,Female,Hispanic,Rochester W4 P10,1
25 to 34,Female,Hispanic,Rochester W4 P12,4
25 to 34,Female,Hispanic,Rochester W4 P8,1
25 to 34,Female,Hispanic,Byron,6
25 to 34,Female,Hispanic,Claremont,2
25 to 34,Female,Hispanic,Dodge Center P-1,5
25 to 34,Female,Hispanic,Kalmar Twp.,1
25 to 34,Female,Hispanic,Kasson P-2,2
25 to 34,Female,Hispanic,Kasson P-3,1
25 to 34,Female,Hispanic,Rochester Twp P-1,1
25 to 34,Female,Hispanic,Rochester W1 P1,1
25 to 34,Female,Hispanic,Rochester W1 P10,6
25 to 34,Female,Hispanic,Rochester W1 P11,1
25 to 34,Female,Hispanic,Rochester W1 P12,4
25 to 34,Female,Hispanic,Rochester W1 P4,4
25 to 34,Female,Hispanic,Rochester W1 P5,1
25 to 34,Female,Hispanic,Rochester W1 P6,2
25 to 34,Female,Hispanic,Rochester W1 P7,1
25 to 34,Female,Hispanic,Rochester W1 P8,1
25 to 34,Female,Hispanic,Rochester W1 P9,1
25 to 34,Female,Hispanic,Rochester W2 P1,7
25 to 34,Female,Hispanic,Rochester W2 P11,1
25 to 34,Female,Hispanic,Rochester W2 P2,2
25 to 34,Female,Hispanic,Rochester W2 P3,1
25 to 34,Female,Hispanic,Rochester W2 P4,1
25 to 34,Female,Hispanic,Rochester W2 P5,3
25 to 34,Female,Hispanic,Rochester W2 P6,1
25 to 34,Female,Hispanic,Rochester W2 P9,1
25 to 34,Female,Hispanic,Rochester W4 P10,3
25 to 34,Female,Hispanic,Rochester W4 P11,3
25 to 34,Female,Hispanic,Rochester W4 P12,9
25 to 34,Female,Hispanic,Rochester W4 P13,1
25 to 34,Female,Hispanic,Rochester W4 P8,2
25 to 34,Female,Hispanic,Rochester W4 P9,1
25 to 34,Female,Hispanic,Rock Dell Twp.,1
25 to 34,Female,Hispanic,Stewartville,4
25 to 34,Female,Hispanic,Wasioja Twp.,1
25 to 34,Female,Hispanic,Byron,2
25 to 34,Female,Hispanic,Dodge Center P-2,1
25 to 34,Female,Hispanic,Kasson P-3,1
25 to 34,Female,Hispanic,Rochester W1 P10,2
25 to 34,Female,Hispanic,Rochester W1 P12,2
25 to 34,Female,Hispanic,Rochester W1 P4,2
25 to 34,Female,Hispanic,Rochester W2 P1,1
25 to 34,Female,Hispanic,Rochester W2 P10,1
25 to 34,Female,Hispanic,Rochester W2 P11,1
25 to 34,Female,Hispanic,Rochester W2 P3,1
25 to 34,Female,Hispanic,Rochester W2 P6,1
25 to 34,Female,Hispanic,Rochester W4 P10,2
25 to 34,Female,Hispanic,Rochester W4 P12,9
25 to 34,Female,Hispanic,Rochester W4 P8,1
25 to 34,Female,Hispanic,Rochester W4 P9,1
25 to 34,Female,Hispanic,Rochester W5 P14,3
25 to 34,Female,Hispanic,Stewartville,1
25 to 34,Female,Hispanic,West Concord,1
25 to 34,Female,White,Ashland Twp.,5
25 to 34,Female,White,Byron,197
25 to 34,Female,White,Canisteo Twp.,15
25 to 34,Female,White,Cascade Twp. P-3,9
25 to 34,Female,White,Claremont,13
25 to 34,Female,White,Claremont Twp.,10
25 to 34,Female,White,Concord Twp.,15
25 to 34,Female,White,Dodge Center P-1,70
25 to 34,Female,White,Dodge Center P-2,14
25 to 34,Female,White,Ellington Twp.,9
25 to 34,Female,White,Hayfield,48
25 to 34,Female,White,Hayfield Twp.,20
25 to 34,Female,White,High Forest Twp.,28
25 to 34,Female,White,Kalmar Twp.,28
25 to 34,Female,White,Kasson P-1,11
25 to 34,Female,White,Kasson P-2,173
25 to 34,Female,White,Kasson P-3,74
25 to 34,Female,White,Mantorville,38
25 to 34,Female,White,Mantorville Twp.,41
25 to 34,Female,White,Marion Twp. P-2,2
25 to 34,Female,White,Milton Twp.,17
25 to 34,Female,White,Ripley Twp.,9
25 to 34,Female,White,Rochester Twp P-1,33
25 to 34,Female,White,Rochester Twp P-2,7
25 to 34,Female,White,Rochester Twp P-3,1
25 to 34,Female,White,Rochester W1 P1,34
25 to 34,Female,White,Rochester W1 P10,99
25 to 34,Female,White,Rochester W1 P11,46
25 to 34,Female,White,Rochester W1 P12,58
25 to 34,Female,White,Rochester W1 P13,21
25 to 34,Female,White,Rochester W1 P14,14
25 to 34,Female,White,Rochester W1 P2,19
25 to 34,Female,White,Rochester W1 P4,55
25 to 34,Female,White,Rochester W1 P5,20
25 to 34,Female,White,Rochester W1 P6,48
25 to 34,Female,White,Rochester W1 P7,37
25 to 34,Female,White,Rochester W1 P8,82
25 to 34,Female,White,Rochester W1 P9,19
25 to 34,Female,White,Rochester W2 P1,73
25 to 34,Female,White,Rochester W2 P10,36
25 to 34,Female,White,Rochester W2 P11,52
25 to 34,Female,White,Rochester W2 P2,63
25 to 34,Female,White,Rochester W2 P3,34
25 to 34,Female,White,Rochester W2 P4,76
25 to 34,Female,White,Rochester W2 P5,45
25 to 34,Female,White,Rochester W2 P6,88
25 to 34,Female,White,Rochester W2 P9,43
25 to 34,Female,White,Rochester W4 P10,42
25 to 34,Female,White,Rochester W4 P11,61
25 to 34,Female,White,Rochester W4 P12,31
25 to 34,Female,White,Rochester W4 P13,26
25 to 34,Female,White,Rochester W4 P8,37
25 to 34,Female,White,Rochester W4 P9,9
25 to 34,Female,White,Rochester W5 P14,28
25 to 34,Female,White,Rock Dell Twp.,21
25 to 34,Female,White,Salem Twp.,20
25 to 34,Female,White,Stewartville,230
25 to 34,Female,White,Vernon Twp.,17
25 to 34,Female,White,Wasioja Twp.,24
25 to 34,Female,White,West Concord,25
25 to 34,Female,White,Westfield Twp.,9
25 to 34,Female,White,Ashland Twp.,6
25 to 34,Female,White,Byron,63
25 to 34,Female,White,Canisteo Twp.,2
25 to 34,Female,White,Cascade Twp. P-3,1
25 to 34,Female,White,Claremont,3
25 to 34,Female,White,Claremont Twp.,3
25 to 34,Female,White,Concord Twp.,3
25 to 34,Female,White,Dodge Center P-1,19
25 to 34,Female,White,Dodge Center P-2,6
25 to 34,Female,White,Ellington Twp.,3
25 to 34,Female,White,Hayfield,24
25 to 34,Female,White,High Forest Twp.,8
25 to 34,Female,White,Kalmar Twp.,6
25 to 34,Female,White,Kasson P-1,2
25 to 34,Female,White,Kasson P-2,54
25 to 34,Female,White,Kasson P-3,17
25 to 34,Female,White,Mantorville,9
25 to 34,Female,White,Mantorville Twp.,7
25 to 34,Female,White,Marion Twp. P-2,1
25 to 34,Female,White,Milton Twp.,5
25 to 34,Female,White,Rochester Twp P-1,3
25 to 34,Female,White,Rochester Twp P-2,1
25 to 34,Female,White,Rochester W1 P1,7
25 to 34,Female,White,Rochester W1 P10,73
25 to 34,Female,White,Rochester W1 P11,16
25 to 34,Female,White,Rochester W1 P12,15
25 to 34,Female,White,Rochester W1 P13,5
25 to 34,Female,White,Rochester W1 P14,6
25 to 34,Female,White,Rochester W1 P2,4
25 to 34,Female,White,Rochester W1 P4,17
25 to 34,Female,White,Rochester W1 P5,9
25 to 34,Female,White,Rochester W1 P6,10
25 to 34,Female,White,Rochester W1 P7,11
25 to 34,Female,White,Rochester W1 P8,17
25 to 34,Female,White,Rochester W1 P9,9
25 to 34,Female,White,Rochester W2 P1,28
25 to 34,Female,White,Rochester W2 P10,16
25 to 34,Female,White,Rochester W2 P11,23
25 to 34,Female,White,Rochester W2 P2,19
25 to 34,Female,White,Rochester W2 P3,18
25 to 34,Female,White,Rochester W2 P4,27
25 to 34,Female,White,Rochester W2 P5,22
25 to 34,Female,White,Rochester W2 P6,65
25 to 34,Female,White,Rochester W2 P9,7
25 to 34,Female,White,Rochester W4 P10,23
25 to 34,Female,White,Rochester W4 P11,27
25 to 34,Female,White,Rochester W4 P12,14
25 to 34,Female,White,Rochester W4 P13,6
25 to 34,Female,White,Rochester W4 P8,18
25 to 34,Female,White,Rochester W4 P9,4
25 to 34,Female,White,Rochester W5 P14,10
25 to 34,Female,White,Rock Dell Twp.,4
25 to 34,Female,White,Salem Twp.,4
25 to 34,Female,White,Stewartville,80
25 to 34,Female,White,Vernon Twp.,7
25 to 34,Female,White,Wasioja Twp.,5
25 to 34,Female,White,West Concord,7
25 to 34,Female,White,Westfield Twp.,2
25 to 34,Female,White,Ashland Twp.,1
25 to 34,Female,White,Byron,18
25 to 34,Female,White,Canisteo Twp.,1
25 to 34,Female,White,Claremont Twp.,1
25 to 34,Female,White,Dodge Center P-1,5
25 to 34,Female,White,Dodge Center P-2,4
25 to 34,Female,White,Ellington Twp.,1
25 to 34,Female,White,Hayfield,2
25 to 34,Female,White,High Forest Twp.,1
25 to 34,Female,White,Kalmar Twp.,3
25 to 34,Female,White,Kasson P-2,10
25 to 34,Female,White,Kasson P-3,2
25 to 34,Female,White,Mantorville,4
25 to 34,Female,White,Mantorville Twp.,1
25 to 34,Female,White,Rochester Twp P-1,6
25 to 34,Female,White,Rochester Twp P-2,1
25 to 34,Female,White,Rochester W1 P1,3
25 to 34,Female,White,Rochester W1 P10,16
25 to 34,Female,White,Rochester W1 P11,9
25 to 34,Female,White,Rochester W1 P12,12
25 to 34,Female,White,Rochester W1 P13,3
25 to 34,Female,White,Rochester W1 P14,4
25 to 34,Female,White,Rochester W1 P2,2
25 to 34,Female,White,Rochester W1 P4,11
25 to 34,Female,White,Rochester W1 P5,3
25 to 34,Female,White,Rochester W1 P6,10
25 to 34,Female,White,Rochester W1 P7,6
25 to 34,Female,White,Rochester W1 P8,3
25 to 34,Female,White,Rochester W1 P9,5
25 to 34,Female,White,Rochester W2 P1,15
25 to 34,Female,White,Rochester W2 P10,4
25 to 34,Female,White,Rochester W2 P11,12
25 to 34,Female,White,Rochester W2 P2,13
25 to 34,Female,White,Rochester W2 P3,3
25 to 34,Female,White,Rochester W2 P4,5
25 to 34,Female,White,Rochester W2 P5,4
25 to 34,Female,White,Rochester W2 P6,9
25 to 34,Female,White,Rochester W2 P9,6
25 to 34,Female,White,Rochester W4 P10,9
25 to 34,Female,White,Rochester W4 P11,10
25 to 34,Female,White,Rochester W4 P12,3
25 to 34,Female,White,Rochester W4 P13,4
25 to 34,Female,White,Rochester W4 P8,9
25 to 34,Female,White,Rochester W4 P9,4
25 to 34,Female,White,Rochester W5 P14,1
25 to 34,Female,White,Rock Dell Twp.,2
25 to 34,Female,White,Salem Twp.,2
25 to 34,Female,White,Stewartville,19
25 to 34,Female,White,Wasioja Twp.,1
25 to 34,Female,White,West Concord,3
25 to 34,Female,Unknown,Byron,2
25 to 34,Female,Unknown,Kasson P-2,1
25 to 34,Female,Unknown,Rochester W1 P1,1
25 to 34,Female,Unknown,Rochester W1 P10,4
25 to 34,Female,Unknown,Rochester W1 P11,1
25 to 34,Female,Unknown,Rochester W1 P12,1
25 to 34,Female,Unknown,Rochester W1 P13,1
25 to 34,Female,Unknown,Rochester W1 P14,1
25 to 34,Female,Unknown,Rochester W1 P2,1
25 to 34,Female,Unknown,Rochester W2 P10,1
25 to 34,Female,Unknown,Rochester W2 P5,1
25 to 34,Female,Unknown,Rochester W2 P6,2
25 to 34,Female,Unknown,Rochester W2 P9,1
25 to 34,Female,Unknown,Rochester W4 P10,1
25 to 34,Female,Unknown,Rochester W4 P11,1
25 to 34,Female,Unknown,Rochester W4 P12,1
25 to 34,Female,Unknown,Rochester W4 P13,1
25 to 34,Female,Unknown,Stewartville,1
25 to 34,Unknown,Asian,Byron,2
25 to 34,Unknown,Asian,Canisteo Twp.,1
25 to 34,Unknown,Asian,Dodge Center P-1,1
25 to 34,Unknown,Asian,Rochester W1 P10,3
25 to 34,Unknown,Asian,Rochester W1 P11,1
25 to 34,Unknown,Asian,Rochester W1 P13,2
25 to 34,Unknown,Asian,Rochester W1 P2,4
25 to 34,Unknown,Asian,Rochester W1 P4,4
25 to 34,Unknown,Asian,Rochester W1 P7,5
25 to 34,Unknown,Asian,Rochester W1 P8,2
25 to 34,Unknown,Asian,Rochester W2 P1,2
25 to 34,Unknown,Asian,Rochester W2 P10,1
25 to 34,Unknown,Asian,Rochester W2 P3,1
25 to 34,Unknown,Asian,Rochester W2 P4,1
25 to 34,Unknown,Asian,Rochester W2 P5,2
25 to 34,Unknown,Asian,Rochester W2 P6,1
25 to 34,Unknown,Asian,Rochester W4 P10,1
25 to 34,Unknown,Asian,Rochester W4 P11,2
25 to 34,Unknown,Asian,Rochester W4 P9,1
25 to 34,Unknown,Asian,Rochester W5 P14,1
25 to 34,Unknown,Asian,West Concord,1
25 to 34,Unknown,Asian,Byron,2
25 to 34,Unknown,Asian,Kasson P-2,4
25 to 34,Unknown,Asian,Kasson P-3,1
25 to 34,Unknown,Asian,Rochester Twp P-1,4
25 to 34,Unknown,Asian,Rochester W1 P10,4
25 to 34,Unknown,Asian,Rochester W1 P11,5
25 to 34,Unknown,Asian,Rochester W1 P12,4
25 to 34,Unknown,Asian,Rochester W1 P13,1
25 to 34,Unknown,Asian,Rochester W1 P2,3
25 to 34,Unknown,Asian,Rochester W1 P4,2
25 to 34,Unknown,Asian,Rochester W1 P5,2
25 to 34,Unknown,Asian,Rochester W1 P7,3
25 to 34,Unknown,Asian,Rochester W1 P9,1
25 to 34,Unknown,Asian,Rochester W2 P1,12
25 to 34,Unknown,Asian,Rochester W2 P10,1
25 to 34,Unknown,Asian,Rochester W2 P11,4
25 to 34,Unknown,Asian,Rochester W2 P2,2
25 to 34,Unknown,Asian,Rochester W2 P3,2
25 to 34,Unknown,Asian,Rochester W2 P4,3
25 to 34,Unknown,Asian,Rochester W2 P5,3
25 to 34,Unknown,Asian,Rochester W2 P6,12
25 to 34,Unknown,Asian,Rochester W4 P10,11
25 to 34,Unknown,Asian,Rochester W4 P11,5
25 to 34,Unknown,Asian,Rochester W4 P12,2
25 to 34,Unknown,Asian,Rochester W4 P8,4
25 to 34,Unknown,Asian,Rochester W4 P9,1
25 to 34,Unknown,Asian,Byron,1
25 to 34,Unknown,Asian,Ellington Twp.,1
25 to 34,Unknown,Asian,Rochester W1 P11,1
25 to 34,Unknown,Asian,Rochester W1 P4,2
25 to 34,Unknown,Asian,Rochester W2 P1,1
25 to 34,Unknown,Asian,Rochester W2 P10,2
25 to 34,Unknown,Asian,Rochester W2 P11,1
25 to 34,Unknown,Asian,Rochester W2 P5,1
25 to 34,Unknown,Asian,Rochester W2 P9,1
25 to 34,Unknown,Asian,Rochester W4 P11,1
25 to 34,Unknown,Asian,Rochester W4 P12,2
25 to 34,Unknown,Asian,Rochester W4 P8,1
25 to 34,Unknown,Black,Dodge Center P-2,1
25 to 34,Unknown,Black,Rochester Twp P-1,1
25 to 34,Unknown,Black,Rochester W1 P1,1
25 to 34,Unknown,Black,Rochester W2 P1,2
25 to 34,Unknown,Black,Rochester W2 P10,1
25 to 34,Unknown,Black,Rochester W2 P11,2
25 to 34,Unknown,Black,Rochester W2 P3,1
25 to 34,Unknown,Black,Rochester W2 P6,1
25 to 34,Unknown,Black,Rochester W2 P9,1
25 to 34,Unknown,Black,Rochester W4 P10,7
25 to 34,Unknown,Black,Rochester W4 P11,9
25 to 34,Unknown,Black,Rochester W4 P13,1
25 to 34,Unknown,Black,Rochester W4 P9,1
25 to 34,Unknown,Black,West Concord,1
25 to 34,Unknown,Black,Byron,2
25 to 34,Unknown,Black,Kasson P-2,1
25 to 34,Unknown,Black,Rochester W1 P1,1
25 to 34,Unknown,Black,Rochester W1 P10,2
25 to 34,Unknown,Black,Rochester W1 P11,1
25 to 34,Unknown,Black,Rochester W1 P2,1
25 to 34,Unknown,Black,Rochester W1 P5,2
25 to 34,Unknown,Black,Rochester W1 P8,1
25 to 34,Unknown,Black,Rochester W2 P1,12
25 to 34,Unknown,Black,Rochester W2 P11,2
25 to 34,Unknown,Black,Rochester W2 P2,2
25 to 34,Unknown,Black,Rochester W2 P3,1
25 to 34,Unknown,Black,Rochester W2 P4,1
25 to 34,Unknown,Black,Rochester W2 P5,1
25 to 34,Unknown,Black,Rochester W2 P6,5
25 to 34,Unknown,Black,Rochester W2 P9,1
25 to 34,Unknown,Black,Rochester W4 P10,13
25 to 34,Unknown,Black,Rochester W4 P11,10
25 to 34,Unknown,Black,Rochester W4 P12,2
25 to 34,Unknown,Black,Rochester W4 P8,5
25 to 34,Unknown,Black,Rochester W4 P9,13
25 to 34,Unknown,Black,Rochester W5 P14,1
25 to 34,Unknown,Black,Stewartville,2
25 to 34,Unknown,Black,Byron,1
25 to 34,Unknown,Black,Rochester W1 P10,1
25 to 34,Unknown,Black,Rochester W1 P9,1
25 to 34,Unknown,Black,Rochester W2 P1,1
25 to 34,Unknown,Black,Rochester W2 P11,1
25 to 34,Unknown,Black,Rochester W2 P2,1
25 to 34,Unknown,Black,Rochester W2 P6,1
25 to 34,Unknown,Black,Rochester W4 P10,2
25 to 34,Unknown,Black,Rochester W4 P11,2
25 to 34,Unknown,Black,Rochester W4 P8,1
25 to 34,Unknown,Black,Rochester W4 P9,5
25 to 34,Unknown,Hispanic,Kasson P-3,1
25 to 34,Unknown,Hispanic,Rochester W1 P12,1
25 to 34,Unknown,Hispanic,Claremont,1
25 to 34,Unknown,Hispanic,Dodge Center P-2,2
25 to 34,Unknown,Hispanic,Kasson P-2,1
25 to 34,Unknown,Hispanic,Rochester W1 P12,2
25 to 34,Unknown,Hispanic,Rochester W1 P14,2
25 to 34,Unknown,Hispanic,Rochester W1 P5,1
25 to 34,Unknown,Hispanic,Rochester W1 P6,1
25 to 34,Unknown,Hispanic,Rochester W1 P7,2
25 to 34,Unknown,Hispanic,Rochester W2 P2,2
25 to 34,Unknown,Hispanic,Rochester W2 P6,1
25 to 34,Unknown,Hispanic,Rochester W4 P10,1
25 to 34,Unknown,Hispanic,Rochester W4 P11,2
25 to 34,Unknown,Hispanic,Rochester W4 P12,1
25 to 34,Unknown,Hispanic,Rochester W4 P13,1
25 to 34,Unknown,Hispanic,Rochester W4 P8,1
25 to 34,Unknown,Hispanic,Rochester W4 P9,1
25 to 34,Unknown,Hispanic,Rochester W5 P14,2
25 to 34,Unknown,Hispanic,Stewartville,2
25 to 34,Unknown,Hispanic,Ripley Twp.,1
25 to 34,Unknown,Hispanic,Rochester W1 P4,1
25 to 34,Unknown,Hispanic,Rochester W1 P8,1
25 to 34,Unknown,Hispanic,Rochester W1 P9,1
25 to 34,Unknown,Hispanic,Rochester W4 P10,1
25 to 34,Unknown,Hispanic,Rochester W4 P12,1
25 to 34,Unknown,Hispanic,Rochester W4 P13,1
25 to 34,Unknown,Hispanic,Rochester W4 P8,1
25 to 34,Unknown,White,Byron,37
25 to 34,Unknown,White,Canisteo Twp.,4
25 to 34,Unknown,White,Cascade Twp. P-3,2
25 to 34,Unknown,White,Claremont,1
25 to 34,Unknown,White,Concord Twp.,2
25 to 34,Unknown,White,Dodge Center P-1,15
25 to 34,Unknown,White,Dodge Center P-2,1
25 to 34,Unknown,White,Ellington Twp.,1
25 to 34,Unknown,White,Hayfield,6
25 to 34,Unknown,White,Hayfield Twp.,5
25 to 34,Unknown,White,High Forest Twp.,1
25 to 34,Unknown,White,Kalmar Twp.,4
25 to 34,Unknown,White,Kasson P-1,1
25 to 34,Unknown,White,Kasson P-2,33
25 to 34,Unknown,White,Kasson P-3,16
25 to 34,Unknown,White,Mantorville,6
25 to 34,Unknown,White,Mantorville Twp.,14
25 to 34,Unknown,White,Milton Twp.,3
25 to 34,Unknown,White,Rochester Twp P-1,4
25 to 34,Unknown,White,Rochester W1 P1,7
25 to 34,Unknown,White,Rochester W1 P10,23
25 to 34,Unknown,White,Rochester W1 P11,5
25 to 34,Unknown,White,Rochester W1 P12,5
25 to 34,Unknown,White,Rochester W1 P13,3
25 to 34,Unknown,White,Rochester W1 P14,5
25 to 34,Unknown,White,Rochester W1 P2,4
25 to 34,Unknown,White,Rochester W1 P4,9
25 to 34,Unknown,White,Rochester W1 P5,3
25 to 34,Unknown,White,Rochester W1 P6,10
25 to 34,Unknown,White,Rochester W1 P7,7
25 to 34,Unknown,White,Rochester W1 P8,11
25 to 34,Unknown,White,Rochester W1 P9,2
25 to 34,Unknown,White,Rochester W2 P1,14
25 to 34,Unknown,White,Rochester W2 P10,6
25 to 34,Unknown,White,Rochester W2 P11,8
25 to 34,Unknown,White,Rochester W2 P2,9
25 to 34,Unknown,White,Rochester W2 P3,3
25 to 34,Unknown,White,Rochester W2 P4,15
25 to 34,Unknown,White,Rochester W2 P5,6
25 to 34,Unknown,White,Rochester W2 P6,12
25 to 34,Unknown,White,Rochester W2 P9,1
25 to 34,Unknown,White,Rochester W4 P10,8
25 to 34,Unknown,White,Rochester W4 P11,11
25 to 34,Unknown,White,Rochester W4 P12,4
25 to 34,Unknown,White,Rochester W4 P13,4
25 to 34,Unknown,White,Rochester W4 P8,7
25 to 34,Unknown,White,Rochester W4 P9,3
25 to 34,Unknown,White,Rochester W5 P14,5
25 to 34,Unknown,White,Rock Dell Twp.,3
25 to 34,Unknown,White,Salem Twp.,5
25 to 34,Unknown,White,Stewartville,31
25 to 34,Unknown,White,Vernon Twp.,5
25 to 34,Unknown,White,Wasioja Twp.,3
25 to 34,Unknown,White,West Concord,6
25 to 34,Unknown,White,Westfield Twp.,3
25 to 34,Unknown,White,Ashland Twp.,1
25 to 34,Unknown,White,Byron,18
25 to 34,Unknown,White,Canisteo Twp.,2
25 to 34,Unknown,White,Cascade Twp. P-3,1
25 to 34,Unknown,White,Claremont,3
25 to 34,Unknown,White,Claremont Twp.,2
25 to 34,Unknown,White,Concord Twp.,1
25 to 34,Unknown,White,Dodge Center P-1,4
25 to 34,Unknown,White,Dodge Center P-2,2
25 to 34,Unknown,White,Hayfield,3
25 to 34,Unknown,White,Kalmar Twp.,1
25 to 34,Unknown,White,Kasson P-1,1
25 to 34,Unknown,White,Kasson P-2,22
25 to 34,Unknown,White,Kasson P-3,8
25 to 34,Unknown,White,Mantorville,4
25 to 34,Unknown,White,Mantorville Twp.,6
25 to 34,Unknown,White,Milton Twp.,1
25 to 34,Unknown,White,Ripley Twp.,1
25 to 34,Unknown,White,Rochester Twp P-2,1
25 to 34,Unknown,White,Rochester Twp P-3,1
25 to 34,Unknown,White,Rochester W1 P1,3
25 to 34,Unknown,White,Rochester W1 P10,27
25 to 34,Unknown,White,Rochester W1 P11,5
25 to 34,Unknown,White,Rochester W1 P12,1
25 to 34,Unknown,White,Rochester W1 P14,1
25 to 34,Unknown,White,Rochester W1 P4,6
25 to 34,Unknown,White,Rochester W1 P6,2
25 to 34,Unknown,White,Rochester W1 P7,6
25 to 34,Unknown,White,Rochester W1 P8,6
25 to 34,Unknown,White,Rochester W1 P9,3
25 to 34,Unknown,White,Rochester W2 P1,19
25 to 34,Unknown,White,Rochester W2 P10,2
25 to 34,Unknown,White,Rochester W2 P11,13
25 to 34,Unknown,White,Rochester W2 P2,9
25 to 34,Unknown,White,Rochester W2 P3,4
25 to 34,Unknown,White,Rochester W2 P4,6
25 to 34,Unknown,White,Rochester W2 P5,6
25 to 34,Unknown,White,Rochester W2 P6,16
25 to 34,Unknown,White,Rochester W2 P9,3
25 to 34,Unknown,White,Rochester W4 P10,8
25 to 34,Unknown,White,Rochester W4 P11,8
25 to 34,Unknown,White,Rochester W4 P12,3
25 to 34,Unknown,White,Rochester W4 P13,3
25 to 34,Unknown,White,Rochester W4 P8,5
25 to 34,Unknown,White,Rochester W4 P9,8
25 to 34,Unknown,White,Rochester W5 P14,3
25 to 34,Unknown,White,Stewartville,16
25 to 34,Unknown,White,Vernon Twp.,2
25 to 34,Unknown,White,Wasioja Twp.,3
25 to 34,Unknown,White,West Concord,2
25 to 34,Unknown,White,Westfield Twp.,1
25 to 34,Unknown,White,Byron,2
25 to 34,Unknown,White,Claremont Twp.,1
25 to 34,Unknown,White,Dodge Center P-1,1
25 to 34,Unknown,White,Dodge Center P-2,1
25 to 34,Unknown,White,Hayfield,1
25 to 34,Unknown,White,Hayfield Twp.,1
25 to 34,Unknown,White,High Forest Twp.,1
25 to 34,Unknown,White,Kalmar Twp.,1
25 to 34,Unknown,White,Kasson P-2,4
25 to 34,Unknown,White,Kasson P-3,1
25 to 34,Unknown,White,Rochester Twp P-1,2
25 to 34,Unknown,White,Rochester W1 P1,1
