Age,Gender,Party,Precinct,Total Registered: 2020
35 to 49,Female,Republican,Rochester W2 P5,4
35 to 49,Female,Republican,Rochester W2 P6,1
35 to 49,Female,Republican,Rochester W2 P9,8
35 to 49,Female,Republican,Rochester W4 P10,5
35 to 49,Female,Republican,Rochester W4 P11,6
35 to 49,Female,Republican,Rochester W4 P12,4
35 to 49,Female,Republican,Rochester W4 P13,5
35 to 49,Female,Republican,Rochester W4 P8,4
35 to 49,Female,Republican,Rochester W4 P9,2
35 to 49,Female,Republican,Rochester W5 P14,2
35 to 49,Female,Republican,Rock Dell Twp.,6
35 to 49,Female,Republican,Salem Twp.,3
35 to 49,Female,Republican,Stewartville,26
35 to 49,Female,Republican,Vernon Twp.,4
35 to 49,Female,Republican,Wasioja Twp.,7
35 to 49,Female,Republican,West Concord,6
35 to 49,Female,Republican,Westfield Twp.,7
35 to 49,Female,Republican,Byron,2
35 to 49,Female,Republican,Cascade Twp. P-3,2
35 to 49,Female,Republican,Claremont Twp.,1
35 to 49,Female,Republican,Dodge Center P-1,1
35 to 49,Female,Republican,Kasson P-2,1
35 to 49,Female,Republican,Mantorville,2
35 to 49,Female,Republican,Mantorville Twp.,1
35 to 49,Female,Republican,Milton Twp.,3
35 to 49,Female,Republican,Rochester Twp P-1,3
35 to 49,Female,Republican,Rochester W1 P11,1
35 to 49,Female,Republican,Rochester W1 P12,2
35 to 49,Female,Republican,Rochester W1 P2,1
35 to 49,Female,Republican,Rochester W1 P7,2
35 to 49,Female,Republican,Rochester W1 P8,2
35 to 49,Female,Republican,Rochester W2 P1,1
35 to 49,Female,Republican,Rochester W2 P10,2
35 to 49,Female,Republican,Rochester W2 P4,2
35 to 49,Female,Republican,Rochester W4 P10,1
35 to 49,Female,Republican,Rochester W5 P14,1
35 to 49,Female,Republican,Salem Twp.,1
35 to 49,Female,Republican,Stewartville,4
35 to 49,Female,Republican,Wasioja Twp.,2
35 to 49,Female,No Data / Unknown,Byron,65
35 to 49,Female,No Data / Unknown,Canisteo Twp.,4
35 to 49,Female,No Data / Unknown,Claremont,2
35 to 49,Female,No Data / Unknown,Claremont Twp.,5
35 to 49,Female,No Data / Unknown,Concord Twp.,6
35 to 49,Female,No Data / Unknown,Dodge Center P-1,13
35 to 49,Female,No Data / Unknown,Dodge Center P-2,8
35 to 49,Female,No Data / Unknown,Hayfield,6
35 to 49,Female,No Data / Unknown,Hayfield Twp.,1
35 to 49,Female,No Data / Unknown,High Forest Twp.,1
35 to 49,Female,No Data / Unknown,Kalmar Twp.,12
35 to 49,Female,No Data / Unknown,Kasson P-1,6
35 to 49,Female,No Data / Unknown,Kasson P-2,37
35 to 49,Female,No Data / Unknown,Kasson P-3,8
35 to 49,Female,No Data / Unknown,Mantorville,14
35 to 49,Female,No Data / Unknown,Mantorville Twp.,14
35 to 49,Female,No Data / Unknown,Milton Twp.,8
35 to 49,Female,No Data / Unknown,Ripley Twp.,4
35 to 49,Female,No Data / Unknown,Rochester Twp P-1,15
35 to 49,Female,No Data / Unknown,Rochester Twp P-2,4
35 to 49,Female,No Data / Unknown,Rochester W1 P1,5
35 to 49,Female,No Data / Unknown,Rochester W1 P10,8
35 to 49,Female,No Data / Unknown,Rochester W1 P11,9
35 to 49,Female,No Data / Unknown,Rochester W1 P12,13
35 to 49,Female,No Data / Unknown,Rochester W1 P13,10
35 to 49,Female,No Data / Unknown,Rochester W1 P14,8
35 to 49,Female,No Data / Unknown,Rochester W1 P2,5
35 to 49,Female,No Data / Unknown,Rochester W1 P4,8
35 to 49,Female,No Data / Unknown,Rochester W1 P6,15
35 to 49,Female,No Data / Unknown,Rochester W1 P7,11
35 to 49,Female,No Data / Unknown,Rochester W1 P8,9
35 to 49,Female,No Data / Unknown,Rochester W1 P9,2
35 to 49,Female,No Data / Unknown,Rochester W2 P1,10
35 to 49,Female,No Data / Unknown,Rochester W2 P10,6
35 to 49,Female,No Data / Unknown,Rochester W2 P11,10
35 to 49,Female,No Data / Unknown,Rochester W2 P2,6
35 to 49,Female,No Data / Unknown,Rochester W2 P3,10
35 to 49,Female,No Data / Unknown,Rochester W2 P4,6
35 to 49,Female,No Data / Unknown,Rochester W2 P5,5
35 to 49,Female,No Data / Unknown,Rochester W2 P6,6
35 to 49,Female,No Data / Unknown,Rochester W2 P9,3
35 to 49,Female,No Data / Unknown,Rochester W4 P10,10
35 to 49,Female,No Data / Unknown,Rochester W4 P11,5
35 to 49,Female,No Data / Unknown,Rochester W4 P12,2
35 to 49,Female,No Data / Unknown,Rochester W4 P13,4
35 to 49,Female,No Data / Unknown,Rochester W4 P8,4
35 to 49,Female,No Data / Unknown,Rochester W4 P9,2
35 to 49,Female,No Data / Unknown,Rochester W5 P14,4
35 to 49,Female,No Data / Unknown,Rock Dell Twp.,4
35 to 49,Female,No Data / Unknown,Salem Twp.,11
35 to 49,Female,No Data / Unknown,Stewartville,46
35 to 49,Female,No Data / Unknown,Vernon Twp.,8
35 to 49,Female,No Data / Unknown,Wasioja Twp.,5
35 to 49,Female,No Data / Unknown,West Concord,9
35 to 49,Female,No Data / Unknown,Westfield Twp.,3
35 to 49,Female,No Data / Unknown,Ashland Twp.,13
35 to 49,Female,No Data / Unknown,Byron,222
35 to 49,Female,No Data / Unknown,Canisteo Twp.,21
35 to 49,Female,No Data / Unknown,Cascade Twp. P-3,6
35 to 49,Female,No Data / Unknown,Claremont,20
35 to 49,Female,No Data / Unknown,Claremont Twp.,19
35 to 49,Female,No Data / Unknown,Concord Twp.,21
35 to 49,Female,No Data / Unknown,Dodge Center P-1,65
35 to 49,Female,No Data / Unknown,Dodge Center P-2,18
35 to 49,Female,No Data / Unknown,Ellington Twp.,10
35 to 49,Female,No Data / Unknown,Hayfield,45
35 to 49,Female,No Data / Unknown,Hayfield Twp.,19
35 to 49,Female,No Data / Unknown,High Forest Twp.,21
35 to 49,Female,No Data / Unknown,Kalmar Twp.,40
35 to 49,Female,No Data / Unknown,Kasson P-1,30
35 to 49,Female,No Data / Unknown,Kasson P-2,189
35 to 49,Female,No Data / Unknown,Kasson P-3,68
35 to 49,Female,No Data / Unknown,Mantorville,29
35 to 49,Female,No Data / Unknown,Mantorville Twp.,83
35 to 49,Female,No Data / Unknown,Marion Twp. P-2,1
35 to 49,Female,No Data / Unknown,Milton Twp.,30
35 to 49,Female,No Data / Unknown,Ripley Twp.,5
35 to 49,Female,No Data / Unknown,Rochester Twp P-1,51
35 to 49,Female,No Data / Unknown,Rochester Twp P-2,6
35 to 49,Female,No Data / Unknown,Rochester Twp P-3,3
35 to 49,Female,No Data / Unknown,Rochester W1 P1,38
35 to 49,Female,No Data / Unknown,Rochester W1 P10,43
35 to 49,Female,No Data / Unknown,Rochester W1 P11,36
35 to 49,Female,No Data / Unknown,Rochester W1 P12,58
35 to 49,Female,No Data / Unknown,Rochester W1 P13,38
35 to 49,Female,No Data / Unknown,Rochester W1 P14,13
35 to 49,Female,No Data / Unknown,Rochester W1 P2,18
35 to 49,Female,No Data / Unknown,Rochester W1 P4,34
35 to 49,Female,No Data / Unknown,Rochester W1 P5,14
35 to 49,Female,No Data / Unknown,Rochester W1 P6,36
35 to 49,Female,No Data / Unknown,Rochester W1 P7,39
35 to 49,Female,No Data / Unknown,Rochester W1 P8,32
35 to 49,Female,No Data / Unknown,Rochester W1 P9,13
35 to 49,Female,No Data / Unknown,Rochester W2 P1,38
35 to 49,Female,No Data / Unknown,Rochester W2 P10,23
35 to 49,Female,No Data / Unknown,Rochester W2 P11,39
35 to 49,Female,No Data / Unknown,Rochester W2 P2,17
35 to 49,Female,No Data / Unknown,Rochester W2 P3,41
35 to 49,Female,No Data / Unknown,Rochester W2 P4,40
35 to 49,Female,No Data / Unknown,Rochester W2 P5,21
35 to 49,Female,No Data / Unknown,Rochester W2 P6,25
35 to 49,Female,No Data / Unknown,Rochester W2 P9,21
35 to 49,Female,No Data / Unknown,Rochester W4 P10,29
35 to 49,Female,No Data / Unknown,Rochester W4 P11,28
35 to 49,Female,No Data / Unknown,Rochester W4 P12,31
35 to 49,Female,No Data / Unknown,Rochester W4 P13,16
35 to 49,Female,No Data / Unknown,Rochester W4 P8,31
35 to 49,Female,No Data / Unknown,Rochester W4 P9,15
35 to 49,Female,No Data / Unknown,Rochester W5 P14,13
35 to 49,Female,No Data / Unknown,Rock Dell Twp.,23
35 to 49,Female,No Data / Unknown,Salem Twp.,34
35 to 49,Female,No Data / Unknown,Stewartville,168
35 to 49,Female,No Data / Unknown,Vernon Twp.,29
35 to 49,Female,No Data / Unknown,Wasioja Twp.,40
35 to 49,Female,No Data / Unknown,West Concord,21
35 to 49,Female,No Data / Unknown,Westfield Twp.,15
35 to 49,Unknown,Democrat,Byron,2
35 to 49,Unknown,Democrat,Rochester Twp P-1,1
35 to 49,Unknown,Democrat,Rochester W1 P10,2
35 to 49,Unknown,Democrat,Rochester W1 P13,3
35 to 49,Unknown,Democrat,Rochester W1 P4,3
35 to 49,Unknown,Democrat,Rochester W1 P6,1
35 to 49,Unknown,Democrat,Rochester W1 P7,1
35 to 49,Unknown,Democrat,Rochester W1 P9,1
35 to 49,Unknown,Democrat,Rochester W2 P1,2
35 to 49,Unknown,Democrat,Rochester W2 P10,3
35 to 49,Unknown,Democrat,Rochester W2 P6,3
35 to 49,Unknown,Democrat,Rochester W2 P9,2
35 to 49,Unknown,Democrat,Rochester W4 P10,5
35 to 49,Unknown,Democrat,Rochester W4 P11,2
35 to 49,Unknown,Democrat,Rochester W4 P12,1
35 to 49,Unknown,Democrat,Rochester W4 P8,4
35 to 49,Unknown,Democrat,Rochester W4 P9,8
35 to 49,Unknown,Democrat,Rochester W5 P14,1
35 to 49,Unknown,Democrat,Stewartville,1
35 to 49,Unknown,Democrat,Byron,5
35 to 49,Unknown,Democrat,Kasson P-2,1
35 to 49,Unknown,Democrat,Mantorville Twp.,2
35 to 49,Unknown,Democrat,Rochester Twp P-1,2
35 to 49,Unknown,Democrat,Rochester W1 P1,1
35 to 49,Unknown,Democrat,Rochester W1 P10,3
35 to 49,Unknown,Democrat,Rochester W1 P11,5
35 to 49,Unknown,Democrat,Rochester W1 P12,2
35 to 49,Unknown,Democrat,Rochester W1 P13,2
35 to 49,Unknown,Democrat,Rochester W1 P2,2
35 to 49,Unknown,Democrat,Rochester W1 P4,4
35 to 49,Unknown,Democrat,Rochester W1 P6,2
35 to 49,Unknown,Democrat,Rochester W1 P7,6
35 to 49,Unknown,Democrat,Rochester W1 P8,2
35 to 49,Unknown,Democrat,Rochester W1 P9,1
35 to 49,Unknown,Democrat,Rochester W2 P1,5
35 to 49,Unknown,Democrat,Rochester W2 P10,3
35 to 49,Unknown,Democrat,Rochester W2 P11,6
35 to 49,Unknown,Democrat,Rochester W2 P2,2
35 to 49,Unknown,Democrat,Rochester W2 P3,3
35 to 49,Unknown,Democrat,Rochester W2 P5,2
35 to 49,Unknown,Democrat,Rochester W2 P9,3
35 to 49,Unknown,Democrat,Rochester W4 P10,5
35 to 49,Unknown,Democrat,Rochester W4 P11,5
35 to 49,Unknown,Democrat,Rochester W4 P13,1
35 to 49,Unknown,Democrat,Rochester W4 P8,6
35 to 49,Unknown,Democrat,Rochester W4 P9,11
35 to 49,Unknown,Democrat,Stewartville,2
35 to 49,Unknown,Democrat,Byron,3
35 to 49,Unknown,Democrat,Cascade Twp. P-3,1
35 to 49,Unknown,Democrat,Rochester W1 P1,1
35 to 49,Unknown,Democrat,Rochester W1 P11,1
35 to 49,Unknown,Democrat,Rochester W1 P13,1
35 to 49,Unknown,Democrat,Rochester W1 P2,1
35 to 49,Unknown,Democrat,Rochester W1 P7,4
35 to 49,Unknown,Democrat,Rochester W1 P8,3
35 to 49,Unknown,Democrat,Rochester W1 P9,1
35 to 49,Unknown,Democrat,Rochester W2 P10,3
35 to 49,Unknown,Democrat,Rochester W2 P11,1
35 to 49,Unknown,Democrat,Rochester W2 P2,2
35 to 49,Unknown,Democrat,Rochester W2 P3,1
35 to 49,Unknown,Democrat,Rochester W2 P4,1
35 to 49,Unknown,Democrat,Rochester W2 P5,4
35 to 49,Unknown,Democrat,Rochester W2 P6,1
35 to 49,Unknown,Democrat,Rochester W4 P11,2
35 to 49,Unknown,Democrat,Rochester W4 P12,1
35 to 49,Unknown,Democrat,Rochester W4 P8,1
35 to 49,Unknown,Democrat,Rochester W4 P9,1
35 to 49,Unknown,Democrat,Salem Twp.,1
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W1 P2,1
35 to 49,Unknown,Independent / Undecided / Swing,Byron,2
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W1 P6,1
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W2 P1,1
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W2 P10,1
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W2 P5,1
35 to 49,Unknown,Independent / Undecided / Swing,Byron,3
35 to 49,Unknown,Independent / Undecided / Swing,Claremont Twp.,1
35 to 49,Unknown,Independent / Undecided / Swing,Ellington Twp.,1
35 to 49,Unknown,Independent / Undecided / Swing,Kasson P-2,2
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W1 P10,2
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W1 P11,2
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W1 P12,4
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W1 P13,3
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W1 P14,1
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W1 P4,1
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W1 P7,1
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W2 P10,3
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W2 P11,1
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W2 P2,1
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W2 P5,2
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W2 P9,1
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W4 P10,1
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W4 P12,1
35 to 49,Unknown,Independent / Undecided / Swing,Rochester W5 P14,1
35 to 49,Unknown,Republican,Mantorville Twp.,1
35 to 49,Unknown,Republican,Rochester Twp P-1,1
35 to 49,Unknown,Republican,Rochester W4 P13,1
35 to 49,Unknown,Republican,Rochester W5 P14,1
35 to 49,Unknown,Republican,Mantorville,1
35 to 49,Unknown,Republican,Mantorville Twp.,2
35 to 49,Unknown,Republican,Rochester W1 P11,1
35 to 49,Unknown,Republican,Rochester W1 P14,1
35 to 49,Unknown,Republican,Rochester W1 P6,1
35 to 49,Unknown,Republican,Rochester W2 P11,1
35 to 49,Unknown,Republican,Rochester W2 P3,1
35 to 49,Unknown,Republican,Rochester W4 P10,1
35 to 49,Unknown,Republican,Rochester W4 P9,2
35 to 49,Unknown,Republican,Rochester W2 P2,1
35 to 49,Unknown,Republican,Rock Dell Twp.,1
35 to 49,Unknown,No Data / Unknown,Byron,5
35 to 49,Unknown,No Data / Unknown,Kasson P-2,1
35 to 49,Unknown,No Data / Unknown,Kasson P-3,1
35 to 49,Unknown,No Data / Unknown,Mantorville Twp.,2
35 to 49,Unknown,No Data / Unknown,Rochester W1 P1,2
35 to 49,Unknown,No Data / Unknown,Rochester W1 P12,1
35 to 49,Unknown,No Data / Unknown,Rochester W1 P13,3
35 to 49,Unknown,No Data / Unknown,Rochester W1 P4,1
35 to 49,Unknown,No Data / Unknown,Rochester W1 P7,3
35 to 49,Unknown,No Data / Unknown,Rochester W2 P1,4
35 to 49,Unknown,No Data / Unknown,Rochester W2 P2,1
35 to 49,Unknown,No Data / Unknown,Rochester W2 P3,1
35 to 49,Unknown,No Data / Unknown,Rochester W2 P6,1
35 to 49,Unknown,No Data / Unknown,Rochester W2 P9,1
35 to 49,Unknown,No Data / Unknown,Rochester W4 P11,1
35 to 49,Unknown,No Data / Unknown,Rochester W4 P8,1
35 to 49,Unknown,No Data / Unknown,Rochester W4 P9,3
35 to 49,Unknown,No Data / Unknown,Stewartville,2
35 to 49,Unknown,No Data / Unknown,Byron,19
35 to 49,Unknown,No Data / Unknown,Canisteo Twp.,1
35 to 49,Unknown,No Data / Unknown,Claremont Twp.,1
35 to 49,Unknown,No Data / Unknown,Concord Twp.,2
35 to 49,Unknown,No Data / Unknown,Dodge Center P-1,6
35 to 49,Unknown,No Data / Unknown,Hayfield,6
35 to 49,Unknown,No Data / Unknown,Hayfield Twp.,2
35 to 49,Unknown,No Data / Unknown,Kalmar Twp.,3
35 to 49,Unknown,No Data / Unknown,Kasson P-1,1
35 to 49,Unknown,No Data / Unknown,Kasson P-2,10
35 to 49,Unknown,No Data / Unknown,Kasson P-3,8
35 to 49,Unknown,No Data / Unknown,Mantorville Twp.,5
35 to 49,Unknown,No Data / Unknown,Milton Twp.,1
35 to 49,Unknown,No Data / Unknown,Rochester Twp P-1,12
35 to 49,Unknown,No Data / Unknown,Rochester Twp P-2,1
35 to 49,Unknown,No Data / Unknown,Rochester W1 P1,4
35 to 49,Unknown,No Data / Unknown,Rochester W1 P10,9
35 to 49,Unknown,No Data / Unknown,Rochester W1 P11,9
35 to 49,Unknown,No Data / Unknown,Rochester W1 P12,10
35 to 49,Unknown,No Data / Unknown,Rochester W1 P13,11
35 to 49,Unknown,No Data / Unknown,Rochester W1 P14,2
35 to 49,Unknown,No Data / Unknown,Rochester W1 P2,9
35 to 49,Unknown,No Data / Unknown,Rochester W1 P4,8
35 to 49,Unknown,No Data / Unknown,Rochester W1 P5,8
35 to 49,Unknown,No Data / Unknown,Rochester W1 P6,15
35 to 49,Unknown,No Data / Unknown,Rochester W1 P7,12
35 to 49,Unknown,No Data / Unknown,Rochester W1 P8,13
35 to 49,Unknown,No Data / Unknown,Rochester W1 P9,1
35 to 49,Unknown,No Data / Unknown,Rochester W2 P1,15
35 to 49,Unknown,No Data / Unknown,Rochester W2 P10,6
35 to 49,Unknown,No Data / Unknown,Rochester W2 P11,11
35 to 49,Unknown,No Data / Unknown,Rochester W2 P2,11
35 to 49,Unknown,No Data / Unknown,Rochester W2 P3,10
35 to 49,Unknown,No Data / Unknown,Rochester W2 P4,7
35 to 49,Unknown,No Data / Unknown,Rochester W2 P5,17
35 to 49,Unknown,No Data / Unknown,Rochester W2 P6,10
35 to 49,Unknown,No Data / Unknown,Rochester W2 P9,6
35 to 49,Unknown,No Data / Unknown,Rochester W4 P10,11
35 to 49,Unknown,No Data / Unknown,Rochester W4 P11,13
35 to 49,Unknown,No Data / Unknown,Rochester W4 P12,7
35 to 49,Unknown,No Data / Unknown,Rochester W4 P13,4
35 to 49,Unknown,No Data / Unknown,Rochester W4 P8,12
35 to 49,Unknown,No Data / Unknown,Rochester W4 P9,18
35 to 49,Unknown,No Data / Unknown,Rochester W5 P14,6
35 to 49,Unknown,No Data / Unknown,Salem Twp.,4
35 to 49,Unknown,No Data / Unknown,Stewartville,20
35 to 49,Unknown,No Data / Unknown,Vernon Twp.,2
35 to 49,Unknown,No Data / Unknown,West Concord,2
35 to 49,Unknown,No Data / Unknown,Westfield Twp.,1
50 to 64,Male,Democrat,Byron,26
50 to 64,Male,Democrat,Canisteo Twp.,2
50 to 64,Male,Democrat,Claremont,1
50 to 64,Male,Democrat,Claremont Twp.,1
50 to 64,Male,Democrat,Concord Twp.,1
50 to 64,Male,Democrat,Dodge Center P-1,4
50 to 64,Male,Democrat,Dodge Center P-2,1
50 to 64,Male,Democrat,Ellington Twp.,1
50 to 64,Male,Democrat,Hayfield,6
50 to 64,Male,Democrat,Hayfield Twp.,1
50 to 64,Male,Democrat,High Forest Twp.,5
50 to 64,Male,Democrat,Kalmar Twp.,6
50 to 64,Male,Democrat,Kasson P-1,1
50 to 64,Male,Democrat,Kasson P-2,16
50 to 64,Male,Democrat,Kasson P-3,2
50 to 64,Male,Democrat,Mantorville,5
50 to 64,Male,Democrat,Mantorville Twp.,7
50 to 64,Male,Democrat,Rochester Twp P-1,17
50 to 64,Male,Democrat,Rochester W1 P1,11
50 to 64,Male,Democrat,Rochester W1 P10,5
50 to 64,Male,Democrat,Rochester W1 P11,8
50 to 64,Male,Democrat,Rochester W1 P12,9
50 to 64,Male,Democrat,Rochester W1 P13,15
50 to 64,Male,Democrat,Rochester W1 P14,2
50 to 64,Male,Democrat,Rochester W1 P2,13
50 to 64,Male,Democrat,Rochester W1 P4,10
50 to 64,Male,Democrat,Rochester W1 P5,5
50 to 64,Male,Democrat,Rochester W1 P6,8
50 to 64,Male,Democrat,Rochester W1 P7,12
50 to 64,Male,Democrat,Rochester W1 P8,18
50 to 64,Male,Democrat,Rochester W1 P9,6
50 to 64,Male,Democrat,Rochester W2 P1,9
50 to 64,Male,Democrat,Rochester W2 P10,12
50 to 64,Male,Democrat,Rochester W2 P11,21
50 to 64,Male,Democrat,Rochester W2 P2,10
50 to 64,Male,Democrat,Rochester W2 P3,3
50 to 64,Male,Democrat,Rochester W2 P4,10
50 to 64,Male,Democrat,Rochester W2 P5,7
50 to 64,Male,Democrat,Rochester W2 P6,4
50 to 64,Male,Democrat,Rochester W2 P9,4
50 to 64,Male,Democrat,Rochester W4 P10,11
50 to 64,Male,Democrat,Rochester W4 P11,11
50 to 64,Male,Democrat,Rochester W4 P12,7
50 to 64,Male,Democrat,Rochester W4 P13,3
50 to 64,Male,Democrat,Rochester W4 P8,11
50 to 64,Male,Democrat,Rochester W4 P9,4
50 to 64,Male,Democrat,Rochester W5 P14,1
50 to 64,Male,Democrat,Rock Dell Twp.,2
50 to 64,Male,Democrat,Salem Twp.,5
50 to 64,Male,Democrat,Stewartville,20
50 to 64,Male,Democrat,Vernon Twp.,2
50 to 64,Male,Democrat,Wasioja Twp.,1
50 to 64,Male,Democrat,West Concord,1
50 to 64,Male,Democrat,Westfield Twp.,1
50 to 64,Male,Democrat,Byron,45
50 to 64,Male,Democrat,Canisteo Twp.,6
50 to 64,Male,Democrat,Cascade Twp. P-3,3
50 to 64,Male,Democrat,Claremont,6
50 to 64,Male,Democrat,Claremont Twp.,2
50 to 64,Male,Democrat,Concord Twp.,2
50 to 64,Male,Democrat,Dodge Center P-1,17
50 to 64,Male,Democrat,Dodge Center P-2,2
50 to 64,Male,Democrat,Hayfield,6
50 to 64,Male,Democrat,Hayfield Twp.,4
50 to 64,Male,Democrat,High Forest Twp.,11
50 to 64,Male,Democrat,Kalmar Twp.,6
50 to 64,Male,Democrat,Kasson P-1,4
50 to 64,Male,Democrat,Kasson P-2,30
50 to 64,Male,Democrat,Kasson P-3,6
50 to 64,Male,Democrat,Mantorville,10
50 to 64,Male,Democrat,Mantorville Twp.,16
50 to 64,Male,Democrat,Milton Twp.,2
50 to 64,Male,Democrat,Ripley Twp.,2
50 to 64,Male,Democrat,Rochester Twp P-1,28
50 to 64,Male,Democrat,Rochester Twp P-2,1
50 to 64,Male,Democrat,Rochester W1 P1,7
50 to 64,Male,Democrat,Rochester W1 P10,9
50 to 64,Male,Democrat,Rochester W1 P11,15
50 to 64,Male,Democrat,Rochester W1 P12,10
50 to 64,Male,Democrat,Rochester W1 P13,18
50 to 64,Male,Democrat,Rochester W1 P14,6
50 to 64,Male,Democrat,Rochester W1 P2,18
50 to 64,Male,Democrat,Rochester W1 P4,16
50 to 64,Male,Democrat,Rochester W1 P5,5
50 to 64,Male,Democrat,Rochester W1 P6,14
50 to 64,Male,Democrat,Rochester W1 P7,19
50 to 64,Male,Democrat,Rochester W1 P8,20
50 to 64,Male,Democrat,Rochester W1 P9,7
50 to 64,Male,Democrat,Rochester W2 P1,21
50 to 64,Male,Democrat,Rochester W2 P10,15
50 to 64,Male,Democrat,Rochester W2 P11,25
50 to 64,Male,Democrat,Rochester W2 P2,13
50 to 64,Male,Democrat,Rochester W2 P3,13
50 to 64,Male,Democrat,Rochester W2 P4,14
50 to 64,Male,Democrat,Rochester W2 P5,13
50 to 64,Male,Democrat,Rochester W2 P6,3
50 to 64,Male,Democrat,Rochester W2 P9,17
50 to 64,Male,Democrat,Rochester W4 P10,9
50 to 64,Male,Democrat,Rochester W4 P11,10
50 to 64,Male,Democrat,Rochester W4 P12,16
50 to 64,Male,Democrat,Rochester W4 P13,8
50 to 64,Male,Democrat,Rochester W4 P8,13
50 to 64,Male,Democrat,Rochester W4 P9,7
50 to 64,Male,Democrat,Rochester W5 P14,6
50 to 64,Male,Democrat,Rock Dell Twp.,9
50 to 64,Male,Democrat,Salem Twp.,6
50 to 64,Male,Democrat,Stewartville,49
50 to 64,Male,Democrat,Vernon Twp.,8
50 to 64,Male,Democrat,Wasioja Twp.,7
50 to 64,Male,Democrat,West Concord,2
50 to 64,Male,Democrat,Ashland Twp.,2
50 to 64,Male,Democrat,Byron,40
50 to 64,Male,Democrat,Canisteo Twp.,1
50 to 64,Male,Democrat,Cascade Twp. P-3,1
50 to 64,Male,Democrat,Concord Twp.,4
50 to 64,Male,Democrat,Dodge Center P-1,9
50 to 64,Male,Democrat,Dodge Center P-2,2
50 to 64,Male,Democrat,Hayfield,8
50 to 64,Male,Democrat,Hayfield Twp.,3
50 to 64,Male,Democrat,High Forest Twp.,7
50 to 64,Male,Democrat,Kalmar Twp.,3
50 to 64,Male,Democrat,Kasson P-1,4
50 to 64,Male,Democrat,Kasson P-2,24
50 to 64,Male,Democrat,Kasson P-3,3
50 to 64,Male,Democrat,Mantorville,13
50 to 64,Male,Democrat,Mantorville Twp.,7
50 to 64,Male,Democrat,Milton Twp.,4
50 to 64,Male,Democrat,Ripley Twp.,1
50 to 64,Male,Democrat,Rochester Twp P-1,17
50 to 64,Male,Democrat,Rochester Twp P-2,1
50 to 64,Male,Democrat,Rochester Twp P-3,1
50 to 64,Male,Democrat,Rochester W1 P1,15
50 to 64,Male,Democrat,Rochester W1 P10,5
50 to 64,Male,Democrat,Rochester W1 P11,10
50 to 64,Male,Democrat,Rochester W1 P12,15
50 to 64,Male,Democrat,Rochester W1 P13,16
50 to 64,Male,Democrat,Rochester W1 P14,4
50 to 64,Male,Democrat,Rochester W1 P2,10
50 to 64,Male,Democrat,Rochester W1 P4,9
50 to 64,Male,Democrat,Rochester W1 P5,2
50 to 64,Male,Democrat,Rochester W1 P6,11
50 to 64,Male,Democrat,Rochester W1 P7,29
50 to 64,Male,Democrat,Rochester W1 P8,16
50 to 64,Male,Democrat,Rochester W1 P9,10
50 to 64,Male,Democrat,Rochester W2 P1,17
50 to 64,Male,Democrat,Rochester W2 P10,14
50 to 64,Male,Democrat,Rochester W2 P11,11
50 to 64,Male,Democrat,Rochester W2 P2,4
50 to 64,Male,Democrat,Rochester W2 P3,4
50 to 64,Male,Democrat,Rochester W2 P4,12
50 to 64,Male,Democrat,Rochester W2 P5,7
50 to 64,Male,Democrat,Rochester W2 P6,3
50 to 64,Male,Democrat,Rochester W2 P9,14
50 to 64,Male,Democrat,Rochester W4 P10,4
50 to 64,Male,Democrat,Rochester W4 P11,4
50 to 64,Male,Democrat,Rochester W4 P12,7
50 to 64,Male,Democrat,Rochester W4 P13,4
50 to 64,Male,Democrat,Rochester W4 P8,5
50 to 64,Male,Democrat,Rochester W4 P9,3
50 to 64,Male,Democrat,Rochester W5 P14,4
50 to 64,Male,Democrat,Rock Dell Twp.,10
50 to 64,Male,Democrat,Salem Twp.,3
50 to 64,Male,Democrat,Stewartville,36
50 to 64,Male,Democrat,Vernon Twp.,3
50 to 64,Male,Democrat,Wasioja Twp.,1
50 to 64,Male,Democrat,West Concord,4
50 to 64,Male,Democrat,Westfield Twp.,2
50 to 64,Male,Independent / Undecided / Swing,Byron,1
50 to 64,Male,Independent / Undecided / Swing,Cascade Twp. P-3,1
50 to 64,Male,Independent / Undecided / Swing,High Forest Twp.,1
50 to 64,Male,Independent / Undecided / Swing,Kasson P-2,1
